id,userid,tutor,interface,start_state,selection,action,input,correctness,kc_labels,time
870,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},factor_2_b_1,input change,-1,CORRECT,['Compute second factor'],2022-01-26 04:31:21
871,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},sum_factor_1,input change,1,CORRECT,['Compute sum of factors'],2022-01-26 04:31:26
872,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},factor_1_b_2,input change,-2,CORRECT,['Compute first factor'],2022-01-26 04:31:32
873,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},factor_2_b_2,input change,1,CORRECT,['Compute second factor'],2022-01-26 04:31:36
874,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},sum_factor_2,input change,-1,CORRECT,['Compute sum of factors'],2022-01-26 04:31:39
875,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},sum_c_2,input change,checked,INCORRECT,[],2022-01-26 04:31:40
876,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},first_expression,input change,-2x^2-1,INCORRECT,[],2022-01-26 04:32:05
877,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},first_expression,input change,-x^2-2,INCORRECT,[],2022-01-26 04:32:31
878,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},first_expression,input change,-2x^2-2,INCORRECT,[],2022-01-26 04:32:37
879,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},first_expression,input change,2x^2-2,INCORRECT,[],2022-01-26 04:32:43
880,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},first_expression,input change,2x^2-1,INCORRECT,[],2022-01-26 04:32:51
881,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},first_expression,input change,x+1,INCORRECT,[],2022-01-26 04:33:53
882,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},second_expression,input change,x+1,INCORRECT,[],2022-01-26 04:34:01
883,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},second_expression,input change,-2x-2,INCORRECT,[],2022-01-26 04:34:14
884,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},first_expression,input change,x^2+x,INCORRECT,[],2022-01-26 04:34:28
885,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},second_expression,input change,x^2+x,INCORRECT,[],2022-01-26 04:34:40
886,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},first_expression,input change,x^2-2x,INCORRECT,[],2022-01-26 04:36:35
887,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},sum_c_1,input change,checked,HINT,['Determine if sum of factors equals s'],2022-01-26 04:36:59
888,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},sum_c_1,input change,checked,HINT,['Determine if sum of factors equals s'],2022-01-26 04:37:01
889,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},sum_c_1,input change,checked,HINT,['Determine if sum of factors equals s'],2022-01-26 04:37:01
890,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},sum_c_1,input change,checked,HINT,['Determine if sum of factors equals s'],2022-01-26 04:37:09
891,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},sum_c_1,input change,checked,HINT,['Determine if sum of factors equals s'],2022-01-26 04:37:11
892,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},sum_c_1,input change,checked,HINT,['Determine if sum of factors equals s'],2022-01-26 04:37:11
893,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring,factor_grouping.html,{'initial_problem': '6x^2-13x+6'},,start new problem,,,,2022-01-26 04:37:38
894,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '6x^2-13x+6'},a_value,input change,6,CORRECT,['Extract a value'],2022-01-26 04:37:42
895,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '6x^2-13x+6'},b_value,input change,-13,CORRECT,['Extract b value'],2022-01-26 04:37:46
896,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '6x^2-13x+6'},c_value,input change,6,CORRECT,['Extract c value'],2022-01-26 04:37:49
897,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '6x^2-13x+6'},sum_b,input change,-7,INCORRECT,['Update s value based on b'],2022-01-26 04:37:54
898,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '6x^2-13x+6'},sum_b,input change,12,INCORRECT,['Update s value based on b'],2022-01-26 04:38:05
899,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '6x^2-13x+6'},product_ac,input change,-78,INCORRECT,['Update r value based on product of ac'],2022-01-26 04:38:25
900,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '6x^2-13x+6'},product_ac,input change,78,INCORRECT,['Update r value based on product of ac'],2022-01-26 04:38:33
901,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '6x^2-13x+6'},product_ac,input change,36,CORRECT,['Update r value based on product of ac'],2022-01-26 04:38:41
902,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '6x^2-13x+6'},sum_b,input change,-7,INCORRECT,['Update s value based on b'],2022-01-26 04:38:51
903,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '6x^2-13x+6'},sum_b,input change,78,INCORRECT,['Update s value based on b'],2022-01-26 04:39:08
904,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '6x^2-13x+6'},sum_b,input change,-78,INCORRECT,['Update s value based on b'],2022-01-26 04:39:14
905,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '6x^2-13x+6'},sum_b,input change,-36,INCORRECT,['Update s value based on b'],2022-01-26 04:41:44
906,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '6x^2-13x+6'},sum_b,input change,-13,CORRECT,['Update s value based on b'],2022-01-26 04:41:57
907,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '6x^2-13x+6'},factor_1_ac_1,input change,-4,CORRECT,['Compute first factor'],2022-01-26 04:42:04
908,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '6x^2-13x+6'},factor_2_ac_1,input change,-9,CORRECT,['Compute second factor'],2022-01-26 04:42:07
909,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '6x^2-13x+6'},sum_factor_1,input change,-13,CORRECT,['Compute sum of factors'],2022-01-26 04:42:12
910,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '6x^2-13x+6'},sum_b_1,input change,checked,INCORRECT,[],2022-01-26 04:42:13
911,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_grouping.html,{'initial_problem': '6x^2-13x+6'},p_value,input change,-4,INCORRECT,[],2022-01-26 04:44:42
912,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},,start new problem,,,,2022-01-26 04:45:29
913,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},b_value,input change,3,CORRECT,['Extract b value'],2022-01-26 04:45:37
914,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},c_value,input change,-10,CORRECT,['Extract c value'],2022-01-26 04:45:41
915,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},product_c,input change,-30,INCORRECT,['Update r value based on c'],2022-01-26 04:45:47
916,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},product_c,input change,3,INCORRECT,['Update r value based on c'],2022-01-26 04:45:55
917,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},product_c,input change,13,INCORRECT,['Update r value based on c'],2022-01-26 04:46:00
918,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},sum_b,input change,-10,INCORRECT,['Update s value based on b'],2022-01-26 04:46:09
919,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},sum_b,input change,-30,INCORRECT,['Update s value based on b'],2022-01-26 04:46:14
920,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},product_c,input change,10,INCORRECT,['Update r value based on c'],2022-01-26 04:46:43
921,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},product_c,input change,7,INCORRECT,['Update r value based on c'],2022-01-26 04:46:55
922,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},sum_b,input change,10,INCORRECT,['Update s value based on b'],2022-01-26 04:47:02
923,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},product_c,input change,-7,INCORRECT,['Update r value based on c'],2022-01-26 04:47:07
924,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},sum_b,input change,-10,INCORRECT,['Update s value based on b'],2022-01-26 04:47:09
925,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},product_c,input change,3,INCORRECT,['Update r value based on c'],2022-01-26 04:47:24
926,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},sum_b,input change,3,CORRECT,['Update s value based on b'],2022-01-26 04:47:42
927,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},product_c,input change,-10,CORRECT,['Update r value based on c'],2022-01-26 04:47:47
928,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},factor_1_b_1,input change,5,CORRECT,['Compute first factor'],2022-01-26 04:47:49
929,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},factor_2_b_1,input change,-2,CORRECT,['Compute second factor'],2022-01-26 04:47:53
930,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},sum_factor_1,input change,3,CORRECT,['Compute sum of factors'],2022-01-26 04:47:58
931,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},sum_c_1,input change,checked,INCORRECT,[],2022-01-26 04:47:58
932,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},first_expression,input change,x(x+5),INCORRECT,[],2022-01-26 04:48:22
933,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},first_expression,input change,x(x+-2),INCORRECT,[],2022-01-26 04:48:36
935,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},first_expression,input change,x(x-2),INCORRECT,[],2022-01-26 04:48:40
939,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},first_expression,input change,x^2+5x,INCORRECT,[],2022-01-26 04:49:10
941,f46be5f9-f63a-11eb-9d0a-0fcdf89dfbb7,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+3x-10'},first_expression,input change,x^2-2,INCORRECT,[],2022-01-26 04:49:29
1005,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring,factor_area_box.html,{'initial_problem': '2x^2+6x+4'},,start new problem,,,,2022-01-28 18:15:06
1010,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_area_box.html,{'initial_problem': '2x^2+6x+4'},a_value,input change,x^3,INCORRECT,['Extract a value'],2022-01-28 18:15:44
1011,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_area_box.html,{'initial_problem': '2x^2+6x+4'},a_value,input change,x,INCORRECT,['Extract a value'],2022-01-28 18:15:48
1012,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_area_box.html,{'initial_problem': '2x^2+6x+4'},a_value,input change,1,INCORRECT,['Extract a value'],2022-01-28 18:15:55
1013,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_area_box.html,{'initial_problem': '2x^2+6x+4'},a_value,input change,23,INCORRECT,['Extract a value'],2022-01-28 18:15:58
1014,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_area_box.html,{'initial_problem': '2x^2+6x+4'},a_value,input change,x,INCORRECT,['Extract a value'],2022-01-28 18:16:02
1015,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_area_box.html,{'initial_problem': '2x^2+6x+4'},b_value,input change,3x^2,INCORRECT,['Extract b value'],2022-01-28 18:16:26
1016,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_area_box.html,{'initial_problem': '2x^2+6x+4'},a_value,input change,x^3,INCORRECT,['Extract a value'],2022-01-28 18:16:32
1017,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_area_box.html,{'initial_problem': '2x^2+6x+4'},c_value,input change,2x,INCORRECT,['Extract c value'],2022-01-28 18:16:39
1018,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_area_box.html,{'initial_problem': '2x^2+6x+4'},done,button click,,INCORRECT,[],2022-01-28 18:16:53
1019,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring,factor_leading_one.html,{'initial_problem': 'x^2-2x-15'},,start new problem,,,,2022-01-28 18:16:58
1020,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring,factor_grouping.html,{'initial_problem': '12x^2+7x-10'},,start new problem,,,,2022-01-28 18:17:05
1021,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring,factor_leading_one.html,{'initial_problem': 'x^2+4x+3'},,start new problem,,,,2022-01-28 18:17:06
1022,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},,start new problem,,,,2022-01-28 18:17:09
1023,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},a_value,input change,3x^2,INCORRECT,['Extract a value'],2022-01-28 18:17:27
1024,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},b_value,input change,-5x,INCORRECT,['Extract b value'],2022-01-28 18:17:35
1025,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},c_value,input change,-12,CORRECT,['Extract c value'],2022-01-28 18:17:39
1026,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},product_ac,input change,23,INCORRECT,[],2022-01-28 18:18:22
1027,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},b_value,input change,-5,CORRECT,['Extract b value'],2022-01-28 18:18:34
1028,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},a_value,input change,3,CORRECT,['Extract a value'],2022-01-28 18:18:37
1029,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},product_ac,input change,-36,HINT,['Update r value based on product of ac'],2022-01-28 18:18:48
1033,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},product_ac,input change,-36,CORRECT,['Update r value based on product of ac'],2022-01-28 18:22:24
1035,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},sum_b,input change,-5,HINT,['Update s value based on b'],2022-01-28 18:22:32
1036,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},sum_b,input change,-5,CORRECT,['Update s value based on b'],2022-01-28 18:23:21
1037,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},factor_1_ac_1,input change,-9,HINT,['Compute first factor'],2022-01-28 18:23:38
1038,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},factor_1_ac_1,input change,1,CORRECT,['Compute first factor'],2022-01-28 18:23:50
1039,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},factor_2_ac_1,input change,-36,CORRECT,['Compute second factor'],2022-01-28 18:23:59
1040,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},factor_1_ac_2,input change,9,INCORRECT,[],2022-01-28 18:25:03
1041,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},factor_2_ac_2,input change,2,INCORRECT,[],2022-01-28 18:25:06
1042,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},factor_1_ac_2,input change,2,INCORRECT,[],2022-01-28 18:25:08
1043,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},factor_2_ac_2,input change,9,INCORRECT,[],2022-01-28 18:25:12
1044,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},factor_1_ac_2,input change,6,INCORRECT,[],2022-01-28 18:26:21
1045,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},factor_2_ac_2,input change,6,INCORRECT,[],2022-01-28 18:26:21
1046,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},sum_factor_1,input change,-35,HINT,['Compute sum of factors'],2022-01-28 18:26:48
1047,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},sum_factor_1,input change,-35,HINT,['Compute sum of factors'],2022-01-28 18:26:48
1048,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},sum_factor_1,input change,-35,CORRECT,['Compute sum of factors'],2022-01-28 18:27:12
1049,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},sum_b_1,input change,checked,INCORRECT,[],2022-01-28 18:27:12
1050,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},factor_1_ac_2,input change,6,CORRECT,['Compute first factor'],2022-01-28 18:27:26
1051,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},factor_2_ac_2,input change,6,INCORRECT,['Compute second factor'],2022-01-28 18:28:19
1052,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},factor_2_ac_2,input change,5,INCORRECT,['Compute second factor'],2022-01-28 18:28:23
1053,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},factor_2_ac_2,input change,-6,CORRECT,['Compute second factor'],2022-01-28 18:28:36
1054,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},sum_factor_2,input change,0,CORRECT,['Compute sum of factors'],2022-01-28 18:28:47
1055,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},factor_1_ac_3,input change,4,CORRECT,['Compute first factor'],2022-01-28 18:28:55
1056,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},factor_2_ac_3,input change,-9,CORRECT,['Compute second factor'],2022-01-28 18:29:00
1057,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},sum_factor_3,input change,-5,CORRECT,['Compute sum of factors'],2022-01-28 18:29:09
1058,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring_polynomials,factor_grouping.html,{'initial_problem': '3x^2-5x-12'},sum_b_3,input change,checked,CORRECT,['Determine if sum of factors equals s'],2022-01-28 18:29:09
1059,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring,factor_area_box.html,{'initial_problem': '8x^2+16x-10'},,start new problem,,,,2022-01-28 18:34:38
1060,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring,factor_grouping.html,{'initial_problem': '10x^2-7x+1'},,start new problem,,,,2022-01-28 18:34:39
1061,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring,factor_leading_one.html,{'initial_problem': 'x^2-1x-2'},,start new problem,,,,2022-01-28 18:34:40
1062,f7edaae6-f63a-11eb-976f-4baa5e226b5d,factoring,factor_slip_slide.html,{'initial_problem': '6x^2+11x+3'},,start new problem,,,,2022-01-28 18:34:41
1064,88d88c93-ff7a-11eb-b799-d1d9dd24efdf,factoring,factor_area_box.html,{'initial_problem': '12x^2-5x-25'},,start new problem,,,,2022-01-30 01:03:11
1065,88d88c93-ff7a-11eb-b799-d1d9dd24efdf,factoring_polynomials,factor_area_box.html,{'initial_problem': '12x^2-5x-25'},a_value,input change,12,HINT,['Extract a value'],2022-01-30 01:04:41
1066,88d88c93-ff7a-11eb-b799-d1d9dd24efdf,factoring,factor_area_box.html,{'initial_problem': '4x^2-14x+12'},,start new problem,,,,2022-01-30 01:06:41
1071,c082959f-5882-11ec-a0cf-331922ec397a,factoring,factor_leading_one.html,{'initial_problem': 'x^2+6x+5'},,start new problem,,,,2022-02-03 01:42:45
1072,c082959f-5882-11ec-a0cf-331922ec397a,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+6x+5'},b_value,input change,3,INCORRECT,['Extract b value'],2022-02-03 01:43:27
1073,c082959f-5882-11ec-a0cf-331922ec397a,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+6x+5'},b_value,input change,6,CORRECT,['Extract b value'],2022-02-03 01:45:57
1074,c082959f-5882-11ec-a0cf-331922ec397a,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+6x+5'},c_value,input change,5,CORRECT,['Extract c value'],2022-02-03 01:46:00
1075,c082959f-5882-11ec-a0cf-331922ec397a,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+6x+5'},product_c,input change,5,HINT,['Update r value based on c'],2022-02-03 01:52:12
1076,c082959f-5882-11ec-a0cf-331922ec397a,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+6x+5'},product_c,input change,3,INCORRECT,['Update r value based on c'],2022-02-03 01:52:35
1077,c082959f-5882-11ec-a0cf-331922ec397a,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+6x+5'},sum_b,input change,1,INCORRECT,['Update s value based on b'],2022-02-03 01:52:38
1078,c082959f-5882-11ec-a0cf-331922ec397a,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+6x+5'},product_c,input change,5,HINT,['Update r value based on c'],2022-02-03 01:55:49
1079,c082959f-5882-11ec-a0cf-331922ec397a,factoring_polynomials,factor_leading_one.html,{'initial_problem': 'x^2+6x+5'},product_c,input change,1,INCORRECT,['Update r value based on c'],2022-02-03 01:56:16
